Time_sec,Voltage_V,Current_A,Temperature_C
184,4.122190595931629,-3.411898109267649,27.009394069205896
185,4.119354268982886,-4.473016294926939,27.83719329797376
186,4.146477240422446,-5.115907421905095,28.28585136909246
187,4.14124672987303,-5.08803577663064,28.61595379951198
188,4.159355295368908,-4.763444635939716,28.26767386780254
189,4.141390460548203,-4.768597030924956,27.956211322057065
190,4.138301062369933,-4.730272790952075,28.36234628317583
191,4.143277946050693,-5.571250497244526,28.847574219122716
192,4.123971091291831,-6.088136565712187,29.20606859177401
193,4.147478678739257,-5.9037129465262455,28.926562868881213
194,4.119876151527282,-4.704526819094557,27.77881329348581
195,4.140344839493232,-5.264472679615574,28.445102570947647
196,4.151380929944658,-5.077892727415603,29.191298515283542
197,4.137651894975482,-5.150395495096278,28.48391278923262
198,4.122823512402285,-4.014119859375221,27.823288524184008
199,4.146214162092371,-4.905802580012293,28.43986253034373
200,4.12907618394736,-5.983612330340089,29.58119557109842
201,4.121091058767234,-5.366639757755225,28.43118144086016
202,4.135728812356638,-4.869877380335037,28.152190392165615
203,4.122756863078607,-6.118568169518479,29.121051221275096
204,4.123442162871408,-4.452553916271171,28.29126151403062
205,4.12682510684799,-5.193799787304647,28.245685350432687
206,4.134981003761287,-5.742635490634595,29.371664383434645
207,4.13311642019233,-4.868355832969979,28.64759231652765
208,4.1307553245309006,-5.379762027209013,28.89036943543671
209,4.110027774411828,-6.583910086125422,29.320441703340926
210,4.117204931595758,-5.036978119833542,28.691251780212156
211,4.120163633253692,-5.095173111074593,28.334796815473968
212,4.141018763916865,-4.804623321300822,27.943877645895554
213,4.146505852269372,-5.14548329401658,28.710772049224232
214,4.135164651770541,-4.1637262024443285,27.643197189896274
215,4.128832654243422,-4.46937304177008,28.185243242653332
216,4.13694524303428,-5.308635560917994,28.484424116525055
217,4.12238072574518,-5.4738338980536545,28.57601323430628
218,4.126853999319266,-5.017379446474445,28.58891714204919
219,4.132819431712768,-4.217770647722861,28.277076851631595
220,4.129173145586122,-5.158311107823449,28.29204051333596
221,4.126894965272873,-3.9890040389871686,28.08867911553777
222,4.126217583110161,-3.99698588498224,27.533387270011705
223,4.140568031428003,-4.9439991256806834,28.573726467239744
224,4.119041575429445,-5.305436240566111,29.006708031948726
225,4.120125307190085,-5.027848806524235,29.001992379824678
226,4.1371826724087395,-4.955702307116413,28.481155929399563
227,4.116185676509044,-5.249815596061162,28.488629081246668
228,4.110693918252965,-5.1994668877203285,28.175515914343194
229,4.11640508385504,-5.4204164284231595,28.5717795507089
230,4.1129354983939646,-5.37716276521649,29.155869998819277
231,4.128935606927221,-5.101200880749907,28.6378098990604
232,4.123258783947128,-4.881028476611625,28.63134293352998
233,4.131164813725312,-4.342149466858396,27.761193294741098
234,4.1186525417674575,-4.505939061705651,27.89454135461615
235,4.114183278219098,-5.670720935314835,29.258809051300155
236,4.120173575119026,-5.0984204162866735,28.147673243536328
237,4.130587980681182,-5.227396704753871,28.31937778124874
238,4.11864592606087,-4.334012543044093,27.62175791048299
239,4.125580148922553,-5.18633604198915,28.258612873661562
240,4.100938974142923,-5.609400773556684,28.418100282116495
241,4.122233685066256,-5.383354762748475,28.384290541288834
242,4.119986155936029,-5.520919559832525,28.867610155136255
243,4.115622923795294,-5.327348840770398,29.146300557741043
244,4.1323236668547745,-5.415526359162133,29.140005575749683
245,4.0991782082759,-5.1938395929330445,28.394921190001572
246,4.127189329656245,-4.592116017694834,28.124405037833856
247,4.126063693389334,-4.560958397773345,28.240265808348816
248,4.118628195929186,-5.334080518663649,28.738453926221418
249,4.131312370410438,-4.733347473810865,28.21166098108204
250,4.132718326666803,-4.964816058082466,28.08893852368788
251,4.114160877047769,-5.261982708908626,28.468763655933056
252,4.098535792422633,-4.328283551671674,27.733684952591666
253,4.11858967748908,-5.917172010492331,28.50458107335203
254,4.112693015043597,-5.207925966403387,28.83488123769213
255,4.106102239028496,-5.158414255935004,28.683832099519574
256,4.124003595189706,-5.729450195812601,28.968280614742884
257,4.105828241593507,-5.788568161563446,29.056386179451504
258,4.116604163201754,-4.383429496810046,27.895321243042567
259,4.122517384555874,-5.937775183654109,28.883591890895882
260,4.1097719426080355,-5.323416192283457,28.62716942794774
261,4.105526055446599,-5.635435406328684,28.521143241294787
262,4.1228515510470665,-5.706324519618254,29.207360502366637
263,4.099464659593367,-4.35418993194998,28.357101327671934
264,4.113479058032538,-5.269143650456935,28.80987797234735
265,4.120898361715958,-5.1612782492968385,28.409404619499128
266,4.108035681114874,-5.549690244725813,28.55117648600245
267,4.118728396612678,-5.060075658196227,28.529067174723288
268,4.108022124897526,-5.695725234789122,28.98013378452935
269,4.1107925261969465,-5.27352982051136,28.779035296962697
270,4.114622166142291,-4.7019091548791625,28.083150788131483
271,4.103865666433149,-4.725422714317582,28.243558127513623
272,4.103201760405354,-4.570343998448647,28.069588158650536
273,4.098093339672138,-5.54186068837289,28.899283417066783
274,4.1130313791008035,-5.068940289182498,28.648295562597
275,4.094045091917795,-5.2044401090972485,29.26450548452923
276,4.10638217031245,-4.736577891157949,28.382432145513416
277,4.107226031617331,-5.85258103626052,28.657138334680948
278,4.105635132675346,-4.563567408122568,28.434478023824454
279,4.0959569839690495,-5.184212682392466,28.995473529733644
280,4.103197021214748,-5.48817784463402,28.365157968258714
281,4.095913932251716,-4.926241092703544,28.626330651753985
282,4.111947322715012,-4.396472349979268,28.031876862630376
283,4.115862285042374,-4.781440296275737,28.63266557323235
284,4.108123399021043,-5.118110348107223,28.68160730666446
285,4.106435416607441,-5.882750204683035,28.959286391381717
286,4.094854465840219,-5.050856819719458,29.238729005440643
287,4.120328647317021,-4.5140457551764825,28.054533574453316
288,4.1045261923923455,-5.4635462031555235,28.76112406664457
289,4.092375616409336,-4.737254534668405,27.930090573477088
290,4.10200309520563,-5.057766478315714,28.22343654081561
291,4.11384832371485,-5.005638870526166,28.084452079672722
292,4.099797112482535,-5.037154966120728,29.01755350519761
293,4.108423786040818,-5.735818001117326,29.028424898293363
294,4.098620815433793,-5.265358282491303,28.42866222591885
295,4.091482767899069,-3.640213599094518,27.494036374660087
296,4.098491357978826,-5.085340032240838,28.746569315503653
297,4.080342855110484,-4.50934891843752,28.204098629001447
298,4.097824156046084,-5.073454524468775,27.95927233071233
299,4.105093220862659,-4.61542936852512,28.165820350379253
300,4.084418432147067,-5.5834862216749475,29.18060640544018
301,4.092731956473114,-6.042240854639818,29.608093421103767
302,4.093288925782394,-4.587670188848625,28.648641147964515
303,4.103112518063207,-4.2743738719775655,28.551615619222463
304,4.102831711898749,-5.188501018614656,28.444032802118752
305,4.073187102168356,-5.668769496110107,29.039702517572724
306,4.094231086141625,-5.255213399883041,28.73794670510537
307,4.0870037461012725,-5.566729645739126,28.857704954861674
308,4.1050931891067375,-5.758777320891522,28.787870024427484
309,4.089385317895286,-4.440422580739311,27.997582070457366
310,4.104826424109812,-5.340021283293325,28.910433738856177
311,4.098534003997466,-5.177542662211493,28.97045487217324
312,4.109778187733433,-5.586688351368995,28.80709988458534
313,4.095620712572476,-5.118938040492682,29.349338113874044
314,4.102034809579647,-4.852166666383152,29.117841019876096
315,4.106774921233311,-5.321733602113395,28.76676212711128
316,4.080753392273464,-4.615544919135963,28.452972033656593
317,4.102726087252453,-4.9966181375429874,28.274638930818394
318,4.1038036261127715,-5.860414789555776,28.99645968825451
319,4.104153556872608,-4.615336189638485,28.058575293624862
320,4.101568895617516,-4.166685149140732,27.92766444736791
321,4.106489335866086,-4.606692668536869,28.101595825050683
322,4.071394469064291,-4.668873194155841,28.10606001591729
323,4.082706479197285,-4.352555942277028,28.293590267005914
324,4.109170264526515,-6.060380216005106,29.130091947350675
325,4.086870921179288,-4.955812779802498,28.67877282471772
326,4.082929730887924,-4.969459482303638,28.894199904837823
327,4.095717506456559,-4.554539686163215,28.193502130227973
328,4.105203280116414,-4.522096867844839,28.193905185072293
329,4.095778398085238,-5.426059390079618,28.92059016773718
330,4.096841367315361,-4.973434315433167,29.049699887167932
331,4.067716400594544,-5.156644556087908,28.39295144442048
332,4.0958072306876545,-5.074063225812784,28.499623384644813
333,4.097138151721445,-4.229823379249037,27.565863184886187
334,4.0869436004398,-4.658662362626221,28.50186357061698
335,4.086328944462254,-6.404862029959421,28.974216571486938
336,4.086767808179899,-4.759333472209544,28.254001581585328
337,4.079129657442309,-4.817573999052499,28.65376116358549
338,4.0915710185297,-4.85627933896869,28.646883171689943
339,4.07629778123837,-4.4017764503728465,27.57927589266943
340,4.08626949686544,-4.031750549620837,27.44296065284652
341,4.073895867250352,-5.90508367736105,29.048623335315163
342,4.081145661648111,-4.925529923800917,28.418426439183406
343,4.085256068093156,-5.347671774132416,28.698294548589804
344,4.07415251520184,-4.904441935581411,28.132368763535826
345,4.088373340213495,-5.775868552432494,28.904377355214223
346,4.088575309651157,-4.610067119886545,28.06904760444154
347,4.106881040790444,-6.116078244591341,29.819695285224306
348,4.085254491503579,-5.111606566184151,28.64622350122047
349,4.094194818911625,-5.229062291859677,28.718968200999047
350,4.0831472582772275,-5.332562962846319,28.863516524968006
351,4.092467620877841,-4.941027468635733,28.489709306075024
352,4.097450282375341,-5.409622530370879,29.03142216304454
353,4.093362575752528,-5.0085134717552995,28.649050761161874
354,4.096122587252023,-4.792963915858231,27.979555877334427
355,4.076993480113795,-5.163455496048168,28.88862153968438
356,4.073162108960842,-4.807250350948757,28.25932463723892
357,4.075401179008995,-5.261109738235585,28.63829684200051
358,4.099433502706105,-4.727968743736063,28.606153393194763
359,4.0725345729171085,-4.868984934238394,28.230347785557036
360,4.073203326254305,-5.383876560541562,28.674973904435916
361,4.07776107352763,-4.27612961231815,28.215091570927783
362,4.088642770586116,-5.474289574201482,28.593097084245652
363,4.085326020033379,-5.0708516541615944,28.748110147320094
364,4.069584926075067,-4.87570329180551,28.17291864102574
365,4.079603297006307,-5.564413956760834,29.19155209383299
366,4.078215241657952,-3.9612040741271937,27.883996705550988
367,4.067015947035627,-5.083073846897172,28.48148257096567
368,4.078082999418651,-4.868794489848821,28.3566879725755
369,4.065952169134114,-4.620684396914326,28.061429912523035
370,4.071674405577627,-4.905059172236056,28.781898520241526
371,4.09448953040482,-4.7973448014974105,28.01603850785462
372,4.069099343733439,-4.477754525238355,28.00881143969833
373,4.061541922990077,-5.900322896334773,29.581156380610288
374,4.0718421073484174,-4.877749818789492,28.64680586481371
375,4.08253171762158,-4.866001464253895,27.68868737380784
376,4.064365503692229,-5.411834282363553,27.943913604070985
377,4.079834799576932,-4.872459157860341,28.146841566032673
378,4.067477552198455,-4.506853209130188,27.350570534859564
379,4.067409292911468,-4.200152329518705,27.740953394591436
380,4.055053724723386,-4.610641345371076,28.544966633604552
381,4.08604609236979,-5.2066724333038215,28.875202222786452
382,4.080517897558843,-4.676930497678073,28.337492469920726
383,4.065808877755207,-4.4609646244813685,28.322818454928598
384,4.0727300398535835,-5.499700235409863,28.738990166185147
385,4.070095322033415,-5.006844701515899,28.16156997355788
386,4.064768703123992,-5.087286025408135,28.365629979831954
387,4.073796164998356,-4.937872099694135,28.71173071839082
388,4.066859539575482,-5.008534744057764,28.54327364448628
389,4.056332995725564,-4.967198934401808,28.318505305396428
390,4.066711697346124,-5.05214484300855,28.79302808804584
391,4.087663297879264,-5.188589569989343,28.899221588930867
392,4.073469840438485,-5.262904449419455,28.754867006758225
393,4.0618812134058695,-5.242421343039199,28.383297934341716
394,4.0891685135619635,-4.8517531978344595,28.361745051352234
395,4.0726011533393,-5.3871586245733445,28.469155520105797
396,4.072165960872839,-4.672903793643411,28.225476380185583
397,4.076007389184015,-5.337534068278667,28.62732348713346
398,4.080447022325016,-5.1826438519674864,28.442396097445343
399,4.058099479015493,-4.450888282725678,27.387903671653774
400,4.058256129302982,-5.240022771243257,28.80318007655641
401,4.060987145668879,-5.1131041944235704,28.837824071941593
402,4.066767588918021,-4.726781725069841,28.557871142343203
403,4.069803058882595,-6.549225743196186,29.169940604361503
404,4.067554776327121,-4.433221543902785,28.031636781742346
405,4.0549485595824155,-5.427671244423532,29.04042025714345
406,4.062315688162034,-5.219444841537052,28.597635404303976
407,4.056769632976276,-4.28708525957865,28.05827026546449
408,4.053347872929963,-4.960869185478795,28.02311779350669
409,4.070293607160962,-5.1853276032416336,28.95686190099338
410,4.050779227548727,-5.715728103290328,28.994497717157035
411,4.070068953095309,-4.001411852551655,27.882950625005414
412,4.067577300712896,-5.033660042779241,28.70804923667515
413,4.06278151316449,-5.065145283594602,28.672653074310507
414,4.044083112714916,-4.9183717671217835,27.718549670853324
415,4.0584631695778155,-5.04799166321972,28.144921037595328
416,4.0689578116775476,-5.35649034687784,28.328472276773844
417,4.057871458797279,-4.653280290913516,28.39490372474866
418,4.049748074779193,-5.196012448843709,28.375558788160482
419,4.065591490063104,-4.206008775199946,27.875459228934854
420,4.058081674955438,-4.0498241206090855,27.694337860543875
421,4.073413739729979,-4.673915637307772,28.104355895098873
422,4.055413413309409,-5.934539750950025,28.906901247564395
423,4.062996152861235,-4.494326980526772,28.02018304926124
424,4.050523247244575,-5.9334625121346365,29.29937833544327
425,4.049565953821652,-5.4518225545073795,28.747284193212867
426,4.058971974853495,-4.813220242522615,28.292949822822514
427,4.053641555643916,-5.563492714148664,28.645325486379814
428,4.046236229957737,-3.934059059700731,27.863268892827506
429,4.05966995610154,-5.540488920865567,28.992012233081283
430,4.049933802945928,-4.742048021214001,28.419002782616577
431,4.0668103130136455,-4.925266857773425,28.57273845373834
432,4.0460403124982545,-4.646359508767846,28.00311818594806
433,4.032169319291699,-4.751182411159768,28.315160396470112
434,4.04357738808254,-4.300819554890116,28.0582660840891
435,4.060206471574416,-5.12760776015382,28.47712558445931
436,4.045785170024199,-4.092462397421371,28.198376719342654
437,4.059348710653767,-4.666484092658075,28.129115258402642
438,4.054321148127324,-5.722418623496441,28.77267692110283
439,4.041040363862234,-5.169053894955859,28.366695804417855
440,4.034530997115854,-5.738447271014756,29.039721893049723
441,4.051531059508031,-5.274038883379831,28.987117983553656
442,4.036873724182646,-5.128190583170435,28.728993789842786
443,4.051916408116049,-3.7826975296339853,27.648023351777187
444,4.065753976910609,-5.215982403879818,29.28585518703357
445,4.05864094582703,-4.924450429257457,28.481015585425915
446,4.052736273306269,-4.43011286814088,28.001789597772422
447,4.0360304629646695,-4.817074907663061,28.40076507679096
448,4.060921324696443,-5.519649739181411,28.754406948314536
449,4.051511827120506,-5.178743983559951,29.12454125638917
450,4.049458836655792,-5.2378761936134035,28.652950614191166
451,4.045686259152405,-5.153716879376467,28.725563139589283
452,4.04306900468129,-4.5383853799151845,28.152176044810155
453,4.049487109872338,-4.323571296617817,27.72908721980693
454,4.062275075996238,-4.54769335145043,28.713112244406787
455,4.030859454527034,-5.387369184455059,28.6287235095146
456,4.057603301336909,-4.0878416806658375,28.277659239945905
457,4.044103597723652,-5.166016479948541,28.914502429180736
458,4.05261245828286,-5.21310439547684,28.25751174897379
459,4.0406956074612035,-5.758763314958599,28.843617906325445
460,4.027270465319134,-5.050517876769092,28.463380322229057
461,4.053851636575806,-5.15714816429816,28.58440912083406
462,4.059652189993121,-4.209467990211035,27.85809305444159
463,4.039702617497613,-4.9913504631808605,28.580991260400722
464,4.035096658292431,-5.34401562437394,28.87387343847321
465,4.04016322405996,-5.1537916741170005,28.41190607155648
466,4.061703485452183,-4.887467315909594,28.34434987975471
467,4.050205675471847,-5.790573888910689,29.215010063344543
468,4.03388352931553,-4.971446317971808,28.115782834316324
469,4.061215234092004,-4.954457582505019,28.684142916798113
470,4.037992005558948,-5.462073247995207,28.294575160259456
471,4.055714123618917,-5.460793962396519,28.703609949818937
472,4.055625248289115,-5.006174884797965,28.426656163516
473,4.016470971813041,-5.666901483930256,29.046380812095016
474,4.0350329124912285,-5.05169480298869,28.17620782533715
475,4.040605833536799,-4.770417503426349,28.27776218944827
476,4.035924929351012,-4.673018563270648,27.98229661436941
477,4.044150073946801,-5.29109064798246,28.653001121859912
478,4.043856408009809,-4.271329064230044,27.799038475728473
479,4.040160138535677,-4.132979048943811,27.820189236223555
480,4.039929427813227,-6.0790082916790835,28.76750441225416
481,4.0313313499680925,-4.726352816259906,27.810612720009537
482,4.0233175522143965,-4.628655907178619,27.945612119720504
483,4.057900413829796,-5.243965945434057,28.762598502024705
484,4.0469155974313455,-5.53740500600707,28.856574318599282
485,4.062286449543791,-5.232908768264991,29.531902315951964
486,4.0442137908122575,-4.733858576403134,28.74652225632743
487,4.049837972113511,-4.856384604445716,28.17387358288261
488,4.034795748533928,-5.041788724985921,28.697455693839984
489,4.022563739199128,-5.320239282041163,28.857719766420427
490,4.050624586862189,-5.090891459080138,28.94481249068267
491,4.050979879873928,-4.365414435180943,28.074842517425026
492,4.009018871674606,-5.198406958159135,29.01569038103292
493,4.013186140492827,-4.716361689604358,28.098610855354337
494,4.034778417931251,-4.582066503146474,28.134633275214266
495,4.034321780156047,-4.481723235846702,27.939453417658374
496,4.061734230115715,-4.584077663119437,28.128362922940372
497,4.033353199793823,-5.122677012522407,28.625079219828226
498,4.0452640114306915,-4.708499386073127,28.72977373057596
499,4.029451008949769,-4.690621527188377,28.268526612281317
500,4.03766095556159,-5.076479551389956,28.935923787762846
501,4.022559200974637,-5.704432716336597,29.092277277061
502,4.013925193553247,-4.893413768452804,28.630496410545657
503,4.0407786435386335,-5.286880751231069,28.74694989865901
504,4.022922722628286,-3.8734101321042864,27.830186198211777
505,4.030111608529636,-5.49461707859302,29.23313400887981
506,4.0186359760710255,-5.55023639944002,29.102594852007687
507,4.018818312050834,-5.115674895787016,28.01344711977784
508,4.039919917548654,-4.67065952662918,28.115185048760466
509,4.039076729289616,-5.064713038362962,28.132709284080406
510,4.029195507867451,-4.485154217816255,28.492572232884118
511,4.029625964602451,-5.068387358666522,28.31075103280305
